0	0
2.68517842109086e-15	-0.520830273939339
-3.2512878457597	6.84072579269836
-6.42827192042226	14.2194902088136
-9.48261860944331	21.692590293328
-12.352694089195	29.300328296648
-14.9769494419198	37.0743627589017
-17.2949445709537	45.0342410208027
-19.2491449473975	53.184020622402
-20.7875007400447	61.5096935027242
-21.8666076272269	69.9783743250371
-22.4549961722164	78.5401547482745
-22.5359002346874	87.1329996865198
-22.1088396161823	95.6901439068588
-21.1895869692388	104.148525227222
-19.8085110011808	112.456373380361
-18.0077160982168	120.578416774907
-15.8376468929776	128.498062557438
-13.3538225240295	136.21684796769
-10.6141723821707	143.75203878478
-7.67718913672674	151.133356579868
-4.60089895288494	158.399593882902
-1.44251546688212	165.595537008032
1.7414142031726	172.769310437404
4.89457548977946	179.970045042951
7.96036378924784	-172.754342473045
10.8814693083133	-165.359505068025
13.599769396981	-157.807361338773
16.0567326455393	-150.069214120277
18.1945237383886	-142.129152407809
19.9579337447378	-133.987283977894
21.2971189076914	-125.662009247044
22.1709080999237	-117.190345580657
22.5501832921836	-108.625458437649
22.4206567833558	-100.031178908143
21.784388165695	-91.4742486246063
20.6596554644932	-83.0158953753472
19.0792323185225	-74.7046159320943
17.0875346635749	-66.5715586117772
14.7373121173712	-58.6289518247542
12.0865219536642	-50.8711306894912
9.19581581967656	-43.2772336108732
6.1268170974549	-35.814619793194
2.94116317275654	-28.4423245007886


